道具ID,道具代码,道具英文名称,项目类型类型,价格,项目天数,简短描述,道具中文名称,详细描述
2019567601,C4324,M4A1_S_Beast_QingLong_CFAPP 7days,W,999999999,7,M4A1_S_Beast_QingLong_CFAPP 7days,M4A1-青龙-掌上穿越火线,世界顶级武器家制作的英雄级“M4A1-S”。这是武器制作名匠注入东方守护神‘青龙’的气息特别制作而成的杰作，采用了掌火炫橙。
2019567602,C4324,M4A1_S_Beast_QingLong_CFAPP 30days,W,999999999,30,M4A1_S_Beast_QingLong_CFAPP 30days,M4A1-青龙-掌上穿越火线,世界顶级武器家制作的英雄级“M4A1-S”。这是武器制作名匠注入东方守护神‘青龙’的气息特别制作而成的杰作，采用了掌火炫橙。
2019567603,C4324,M4A1_S_Beast_QingLong_CFAPP 90days,W,999999999,90,M4A1_S_Beast_QingLong_CFAPP 90days,M4A1-青龙-掌上穿越火线,世界顶级武器家制作的英雄级“M4A1-S”。这是武器制作名匠注入东方守护神‘青龙’的气息特别制作而成的杰作，采用了掌火炫橙。
2019567604,C4324,M4A1_S_Beast_QingLong_CFAPP 180days,W,999999999,180,M4A1_S_Beast_QingLong_CFAPP 180days,M4A1-青龙-掌上穿越火线,世界顶级武器家制作的英雄级“M4A1-S”。这是武器制作名匠注入东方守护神‘青龙’的气息特别制作而成的杰作，采用了掌火炫橙。
1019278901,B7211,H_Headset_Helmet_PC_Cafe,D,100000,999999999,H_Headset_Helmet_PC_Cafe,喵喵大头,以热门网吧角色“网管喵喵”为原型设计的二次元风格头套，完美还原了喵喵标志性的猫耳造型和俏皮表情。戴上后仿佛自带“网费续时特权”Buff，萌力值瞬间拉满！
1019279001,B7210,H_Headset_Helmet_PC_Cafe 7days,D,999999999,7,H_Headset_Helmet_PC_Cafe 7days,喵喵大头,以热门网吧角色“网管喵喵”为原型设计的二次元风格头套，完美还原了喵喵标志性的猫耳造型和俏皮表情。戴上后仿佛自带“网费续时特权”Buff，萌力值瞬间拉满！
1019279002,B7210,H_Headset_Helmet_PC_Cafe 30days,D,999999999,30,H_Headset_Helmet_PC_Cafe 30days,喵喵大头,以热门网吧角色“网管喵喵”为原型设计的二次元风格头套，完美还原了喵喵标志性的猫耳造型和俏皮表情。戴上后仿佛自带“网费续时特权”Buff，萌力值瞬间拉满！
1019279003,B7210,H_Headset_Helmet_PC_Cafe 90days,D,999999999,90,H_Headset_Helmet_PC_Cafe 90days,喵喵大头,以热门网吧角色“网管喵喵”为原型设计的二次元风格头套，完美还原了喵喵标志性的猫耳造型和俏皮表情。戴上后仿佛自带“网费续时特权”Buff，萌力值瞬间拉满！
1019279004,B7210,H_Headset_Helmet_PC_Cafe 180days,D,999999999,180,H_Headset_Helmet_PC_Cafe 180days,喵喵大头,以热门网吧角色“网管喵喵”为原型设计的二次元风格头套，完美还原了喵喵标志性的猫耳造型和俏皮表情。戴上后仿佛自带“网费续时特权”Buff，萌力值瞬间拉满！
9009826901,J8119,(Exchange Ticket) H_Headset_Helmet_PC_Cafe,F,999999999,999999999,(Exchange Ticket) H_Headset_Helmet_PC_Cafe,喵喵大头 兑换券,打开后获得以下道具：喵喵大头（可交易）
2019389001,C6110,AK74_popart,W,999999999,999999999,AK74_popart,AK74-本源,采用本源皮肤的AK-74，这次你分得清AK47和AK74吗
2019567701,C4323,AK74_popart 7days,W,999999999,7,AK74_popart 7days,AK74-本源,采用本源皮肤的AK-74，这次你分得清AK47和AK74吗
2019567702,C4323,AK74_popart 30days,W,999999999,30,AK74_popart 30days,AK74-本源,采用本源皮肤的AK-74，这次你分得清AK47和AK74吗
2019567703,C4323,AK74_popart 90days,W,999999999,90,AK74_popart 90days,AK74-本源,采用本源皮肤的AK-74，这次你分得清AK47和AK74吗
2019567704,C4323,AK74_popart 180days,W,999999999,180,AK74_popart 180days,AK74-本源,采用本源皮肤的AK-74，这次你分得清AK47和AK74吗
2019437801,C5622,HK21_popart,W,999999999,999999999,HK21_popart,HK21-本源,HK21是一种轻机枪，由简称为HK的公司设计和制造。它具有中高伤害、高精度和高射速
2019567801,C4322,HK21_popart 7days,W,999999999,7,HK21_popart 7days,HK21-本源,HK21是一种轻机枪，由简称为HK的公司设计和制造。它具有中高伤害、高精度和高射速
2019567802,C4322,HK21_popart 30days,W,999999999,30,HK21_popart 30days,HK21-本源,HK21是一种轻机枪，由简称为HK的公司设计和制造。它具有中高伤害、高精度和高射速
2019567803,C4322,HK21_popart 90days,W,999999999,90,HK21_popart 90days,HK21-本源,HK21是一种轻机枪，由简称为HK的公司设计和制造。它具有中高伤害、高精度和高射速
2019567804,C4322,HK21_popart 180days,W,999999999,180,HK21_popart 180days,HK21-本源,HK21是一种轻机枪，由简称为HK的公司设计和制造。它具有中高伤害、高精度和高射速
2019331601,C6684,CBJMS_popart,W,999999999,999999999,CBJMS_popart,CBJMS-本源,采用本源皮肤的CBJ-MS，拥有超高载弹量的冲锋枪
2019567901,C4321,CBJMS_popart 7days,W,999999999,7,CBJMS_popart 7days,CBJMS-本源,采用本源皮肤的CBJ-MS，拥有超高载弹量的冲锋枪
2019567902,C4321,CBJMS_popart 30days,W,999999999,30,CBJMS_popart 30days,CBJMS-本源,采用本源皮肤的CBJ-MS，拥有超高载弹量的冲锋枪
2019567903,C4321,CBJMS_popart 90days,W,999999999,90,CBJMS_popart 90days,CBJMS-本源,采用本源皮肤的CBJ-MS，拥有超高载弹量的冲锋枪
2019567904,C4321,CBJMS_popart 180days,W,999999999,180,CBJMS_popart 180days,CBJMS-本源,采用本源皮肤的CBJ-MS，拥有超高载弹量的冲锋枪
2019378901,C6211,KSP58D_popart,W,999999999,999999999,KSP58D_popart,KSP58D-本源,高射速机枪，在生化模式下有不俗表现
2019568001,C4320,KSP58D_popart 7days,W,999999999,7,KSP58D_popart 7days,KSP58D-本源,高射速机枪，在生化模式下有不俗表现
2019568002,C4320,KSP58D_popart 30days,W,999999999,30,KSP58D_popart 30days,KSP58D-本源,高射速机枪，在生化模式下有不俗表现
2019568003,C4320,KSP58D_popart 90days,W,999999999,90,KSP58D_popart 90days,KSP58D-本源,高射速机枪，在生化模式下有不俗表现
2019568004,C4320,KSP58D_popart 180days,W,999999999,180,KSP58D_popart 180days,KSP58D-本源,高射速机枪，在生化模式下有不俗表现
2019389101,C6109,HKMK23_PopArt,W,999999999,999999999,HKMK23_PopArt,mk23-本源,采用本源皮肤的MK23，由简称为HK的公司设计和制造的手枪
2019568101,C4319,HKMK23_PopArt 7days,W,999999999,7,HKMK23_PopArt 7days,mk23-本源,采用本源皮肤的MK23，由简称为HK的公司设计和制造的手枪
2019568102,C4319,HKMK23_PopArt 30days,W,999999999,30,HKMK23_PopArt 30days,mk23-本源,采用本源皮肤的MK23，由简称为HK的公司设计和制造的手枪
2019568103,C4319,HKMK23_PopArt 90days,W,999999999,90,HKMK23_PopArt 90days,mk23-本源,采用本源皮肤的MK23，由简称为HK的公司设计和制造的手枪
2019568104,C4319,HKMK23_PopArt 180days,W,999999999,180,HKMK23_PopArt 180days,mk23-本源,采用本源皮肤的MK23，由简称为HK的公司设计和制造的手枪
2019437701,C5623,OM50Nemesis_popart,W,999999999,999999999,OM50Nemesis_popart,OM 50-本源,OM50是一款栓动式狙击步枪，它发射威力强大且知名的.50 BMG子弹，每个弹匣可容纳5发子弹。这款狙击步枪还配有消音器以降低噪音，并能执行隐型任务
2019568201,C4318,OM50Nemesis_popart 7days,W,999999999,7,OM50Nemesis_popart 7days,OM 50-本源,OM50是一款栓动式狙击步枪，它发射威力强大且知名的.50 BMG子弹，每个弹匣可容纳5发子弹。这款狙击步枪还配有消音器以降低噪音，并能执行隐型任务
2019568202,C4318,OM50Nemesis_popart 30days,W,999999999,30,OM50Nemesis_popart 30days,OM 50-本源,OM50是一款栓动式狙击步枪，它发射威力强大且知名的.50 BMG子弹，每个弹匣可容纳5发子弹。这款狙击步枪还配有消音器以降低噪音，并能执行隐型任务
2019568203,C4318,OM50Nemesis_popart 90days,W,999999999,90,OM50Nemesis_popart 90days,OM 50-本源,OM50是一款栓动式狙击步枪，它发射威力强大且知名的.50 BMG子弹，每个弹匣可容纳5发子弹。这款狙击步枪还配有消音器以降低噪音，并能执行隐型任务
2019568204,C4318,OM50Nemesis_popart 180days,W,999999999,180,OM50Nemesis_popart 180days,OM 50-本源,OM50是一款栓动式狙击步枪，它发射威力强大且知名的.50 BMG子弹，每个弹匣可容纳5发子弹。这款狙击步枪还配有消音器以降低噪音，并能执行隐型任务
2019334701,C6653,OTS23Drotik_popart,W,999999999,999999999,OTS23Drotik_popart,OTs-23-本源,为执法专员开发的小口径手枪。使用5.45mm小口径子弹，而不是传统的9mm子弹，以此来减少后坐力，还能以每分钟1800发的惊人速度进行三点射击。采用了本源皮肤。
2019568301,C4317,OTS23Drotik_popart 7days,W,999999999,7,OTS23Drotik_popart 7days,OTs-23-本源,为执法专员开发的小口径手枪。使用5.45mm小口径子弹，而不是传统的9mm子弹，以此来减少后坐力，还能以每分钟1800发的惊人速度进行三点射击。采用了本源皮肤。
2019568302,C4317,OTS23Drotik_popart 30days,W,999999999,30,OTS23Drotik_popart 30days,OTs-23-本源,为执法专员开发的小口径手枪。使用5.45mm小口径子弹，而不是传统的9mm子弹，以此来减少后坐力，还能以每分钟1800发的惊人速度进行三点射击。采用了本源皮肤。
2019568303,C4317,OTS23Drotik_popart 90days,W,999999999,90,OTS23Drotik_popart 90days,OTs-23-本源,为执法专员开发的小口径手枪。使用5.45mm小口径子弹，而不是传统的9mm子弹，以此来减少后坐力，还能以每分钟1800发的惊人速度进行三点射击。采用了本源皮肤。
2019568304,C4317,OTS23Drotik_popart 180days,W,999999999,180,OTS23Drotik_popart 180days,OTs-23-本源,为执法专员开发的小口径手枪。使用5.45mm小口径子弹，而不是传统的9mm子弹，以此来减少后坐力，还能以每分钟1800发的惊人速度进行三点射击。采用了本源皮肤。
2019379201,C6208,PSG1_popart,W,999999999,999999999,PSG1_popart,PSG1-本源,采用本源皮肤的PSG-1，由简称为HK的公司设计和制造的狙击步枪
2019568401,C4316,PSG1_popart 7days,W,999999999,7,PSG1_popart 7days,PSG1-本源,采用本源皮肤的PSG-1，由简称为HK的公司设计和制造的狙击步枪
2019568402,C4316,PSG1_popart 30days,W,999999999,30,PSG1_popart 30days,PSG1-本源,采用本源皮肤的PSG-1，由简称为HK的公司设计和制造的狙击步枪
2019568403,C4316,PSG1_popart 90days,W,999999999,90,PSG1_popart 90days,PSG1-本源,采用本源皮肤的PSG-1，由简称为HK的公司设计和制造的狙击步枪
2019568404,C4316,PSG1_popart 180days,W,999999999,180,PSG1_popart 180days,PSG1-本源,采用本源皮肤的PSG-1，由简称为HK的公司设计和制造的狙击步枪
2019346301,C6537,SAR21_popart,W,999999999,999999999,SAR21_popart,SAR21-本源,具有高精度和稳定后座力的新型步枪SAR-21，采用本源皮肤，提高了其收藏价值。
2019568501,C4315,SAR21_popart 7days,W,999999999,7,SAR21_popart 7days,SAR21-本源,具有高精度和稳定后座力的新型步枪SAR-21，采用本源皮肤，提高了其收藏价值。
2019568502,C4315,SAR21_popart 30days,W,999999999,30,SAR21_popart 30days,SAR21-本源,具有高精度和稳定后座力的新型步枪SAR-21，采用本源皮肤，提高了其收藏价值。
2019568503,C4315,SAR21_popart 90days,W,999999999,90,SAR21_popart 90days,SAR21-本源,具有高精度和稳定后座力的新型步枪SAR-21，采用本源皮肤，提高了其收藏价值。
2019568504,C4315,SAR21_popart 180days,W,999999999,180,SAR21_popart 180days,SAR21-本源,具有高精度和稳定后座力的新型步枪SAR-21，采用本源皮肤，提高了其收藏价值。
2019418301,C5817,Thompson_popart,W,999999999,999999999,Thompson_popart,汤姆逊-本源,在世界著名的汤姆逊冲锋枪上采用本源皮肤，进一步提高了其收藏价值。
2019568601,C4314,Thompson_popart 7days,W,999999999,7,Thompson_popart 7days,汤姆逊-本源,在世界著名的汤姆逊冲锋枪上采用本源皮肤，进一步提高了其收藏价值。
2019568602,C4314,Thompson_popart 30days,W,999999999,30,Thompson_popart 30days,汤姆逊-本源,在世界著名的汤姆逊冲锋枪上采用本源皮肤，进一步提高了其收藏价值。
2019568603,C4314,Thompson_popart 90days,W,999999999,90,Thompson_popart 90days,汤姆逊-本源,在世界著名的汤姆逊冲锋枪上采用本源皮肤，进一步提高了其收藏价值。
2019568604,C4314,Thompson_popart 180days,W,999999999,180,Thompson_popart 180days,汤姆逊-本源,在世界著名的汤姆逊冲锋枪上采用本源皮肤，进一步提高了其收藏价值。
2019346501,C6535,Gloves_popart,W,999999999,999999999,Gloves_popart,拳击手套-本源,一款红色拳击手套，在近战武器中重量最轻，攻击速度很快。采用本源皮肤设计，提高了其收藏价值。
2019568701,C4313,Gloves_popart 7days,W,999999999,7,Gloves_popart 7days,拳击手套-本源,一款红色拳击手套，在近战武器中重量最轻，攻击速度很快。采用本源皮肤设计，提高了其收藏价值。
2019568702,C4313,Gloves_popart 30days,W,999999999,30,Gloves_popart 30days,拳击手套-本源,一款红色拳击手套，在近战武器中重量最轻，攻击速度很快。采用本源皮肤设计，提高了其收藏价值。
2019568703,C4313,Gloves_popart 90days,W,999999999,90,Gloves_popart 90days,拳击手套-本源,一款红色拳击手套，在近战武器中重量最轻，攻击速度很快。采用本源皮肤设计，提高了其收藏价值。
2019568704,C4313,Gloves_popart 180days,W,999999999,180,Gloves_popart 180days,拳击手套-本源,一款红色拳击手套，在近战武器中重量最轻，攻击速度很快。采用本源皮肤设计，提高了其收藏价值。
1019279101,B7209,B_Carp_Backpack,D,100000,999999999,B_Carp_Backpack,鲤鱼灯,端午节祈福的鲤鱼灯，能够驱除病难，带来好运
1019279201,B7208,B_Carp_Backpack 7days,D,999999999,7,B_Carp_Backpack 7days,鲤鱼灯,端午节祈福的鲤鱼灯，能够驱除病难，带来好运
1019279202,B7208,B_Carp_Backpack 30days,D,999999999,30,B_Carp_Backpack 30days,鲤鱼灯,端午节祈福的鲤鱼灯，能够驱除病难，带来好运
1019279203,B7208,B_Carp_Backpack 90days,D,999999999,90,B_Carp_Backpack 90days,鲤鱼灯,端午节祈福的鲤鱼灯，能够驱除病难，带来好运
1019279204,B7208,B_Carp_Backpack 180days,D,999999999,180,B_Carp_Backpack 180days,鲤鱼灯,端午节祈福的鲤鱼灯，能够驱除病难，带来好运
9009827001,J8118,(Exchange Ticket) B_Carp_Backpack,F,999999999,999999999,(Exchange Ticket) B_Carp_Backpack,鲤鱼灯 兑换券,打开后获得以下道具：鲤鱼灯（可交易）
2019568801,C4312,GoldenWok_Duanwu,W,999999999,999999999,GoldenWok_Duanwu,鎏金粽煌-龙舟圣釜,端午龙魂淬炼的黄金炊具，可斩五毒可烹百邪
2019568901,C4311,GoldenWok_Duanwu 7days,W,999999999,7,GoldenWok_Duanwu 7days,鎏金粽煌-龙舟圣釜,端午龙魂淬炼的黄金炊具，可斩五毒可烹百邪
2019568902,C4311,GoldenWok_Duanwu 30days,W,999999999,30,GoldenWok_Duanwu 30days,鎏金粽煌-龙舟圣釜,端午龙魂淬炼的黄金炊具，可斩五毒可烹百邪
2019568903,C4311,GoldenWok_Duanwu 90days,W,999999999,90,GoldenWok_Duanwu 90days,鎏金粽煌-龙舟圣釜,端午龙魂淬炼的黄金炊具，可斩五毒可烹百邪
2019568904,C4311,GoldenWok_Duanwu 180days,W,999999999,180,GoldenWok_Duanwu 180days,鎏金粽煌-龙舟圣釜,端午龙魂淬炼的黄金炊具，可斩五毒可烹百邪
2019569001,C4310,Kukri_Beast_BO,W,999999999,999999999,Kukri_Beast_BO,魂·屠龙-惊鸿,世界顶尖武器名匠倾力之作，以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
2019569101,C4309,Kukri_Beast_BO 7days,W,999999999,7,Kukri_Beast_BO 7days,魂·屠龙-惊鸿,世界顶尖武器名匠倾力之作，以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
2019569102,C4309,Kukri_Beast_BO 30days,W,999999999,30,Kukri_Beast_BO 30days,魂·屠龙-惊鸿,世界顶尖武器名匠倾力之作，以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
2019569103,C4309,Kukri_Beast_BO 90days,W,999999999,90,Kukri_Beast_BO 90days,魂·屠龙-惊鸿,世界顶尖武器名匠倾力之作，以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
2019569104,C4309,Kukri_Beast_BO 180days,W,999999999,180,Kukri_Beast_BO 180days,魂·屠龙-惊鸿,世界顶尖武器名匠倾力之作，以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827101,J8117,Kukri_Beast_BO Skin,F,2000000,999999999,Kukri_Beast_BO Skin,屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827201,J8116,Kukri_Beast_BO Skin 7days,F,999999999,7,Kukri_Beast_BO Skin 7days,屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827202,J8116,Kukri_Beast_BO Skin 30days,F,999999999,30,Kukri_Beast_BO Skin 30days,屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827203,J8116,Kukri_Beast_BO Skin 90days,F,999999999,90,Kukri_Beast_BO Skin 90days,屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827204,J8116,Kukri_Beast_BO Skin 365days,F,999999999,365,Kukri_Beast_BO Skin 365days,屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827301,J8115,Kukri_Beast_BO Skin [Ingame Shop],F,999999999,999999999,Kukri_Beast_BO Skin [Ingame Shop],屠龙-惊鸿 皮肤,以武生之魂淬炼的惊鸿屠龙，斩尽千军犹带铜琶铁板之声
9009827401,J8114,(Exchange Ticket) Kukri_Beast_BO Skin,F,999999999,999999999,(Exchange Ticket) Kukri_Beast_BO Skin,屠龙-惊鸿 皮肤 兑换券,打开后可获得以下道具：屠龙-惊鸿 皮肤（可交易）
2019569201,C4308,M14EBR_BOpera,W,999999999,999999999,M14EBR_BOpera,M14EBR-惊鸿,梨园惊鸿，霸王卸甲，这把融合京剧元素的M14EBR步枪，重构传统美学
2019569301,C4307,M14EBR_BOpera 7days,W,999999999,7,M14EBR_BOpera 7days,M14EBR-惊鸿,梨园惊鸿，霸王卸甲，这把融合京剧元素的M14EBR步枪，重构传统美学
2019569302,C4307,M14EBR_BOpera 30days,W,999999999,30,M14EBR_BOpera 30days,M14EBR-惊鸿,梨园惊鸿，霸王卸甲，这把融合京剧元素的M14EBR步枪，重构传统美学
2019569303,C4307,M14EBR_BOpera 90days,W,999999999,90,M14EBR_BOpera 90days,M14EBR-惊鸿,梨园惊鸿，霸王卸甲，这把融合京剧元素的M14EBR步枪，重构传统美学
2019569304,C4307,M14EBR_BOpera 180days,W,999999999,180,M14EBR_BOpera 180days,M14EBR-惊鸿,梨园惊鸿，霸王卸甲，这把融合京剧元素的M14EBR步枪，重构传统美学
2019569401,C4306,Colt_BOpera,W,999999999,999999999,Colt_BOpera,COLT-惊鸿,Colt公司制造的45口径手枪。梨园惊鸿，霸王卸甲，重构传统美学。
2019569501,C4305,Colt_BOpera 7days,W,999999999,7,Colt_BOpera 7days,COLT-惊鸿,Colt公司制造的45口径手枪。梨园惊鸿，霸王卸甲，重构传统美学。
2019569502,C4305,Colt_BOpera 30days,W,999999999,30,Colt_BOpera 30days,COLT-惊鸿,Colt公司制造的45口径手枪。梨园惊鸿，霸王卸甲，重构传统美学。
2019569503,C4305,Colt_BOpera 90days,W,999999999,90,Colt_BOpera 90days,COLT-惊鸿,Colt公司制造的45口径手枪。梨园惊鸿，霸王卸甲，重构传统美学。
2019569504,C4305,Colt_BOpera 180days,W,999999999,180,Colt_BOpera 180days,COLT-惊鸿,Colt公司制造的45口径手枪。梨园惊鸿，霸王卸甲，重构传统美学。
2019569601,C4304,M200CheyTac_BOpera,W,999999999,999999999,M200CheyTac_BOpera,M200-惊鸿,采用惊鸿皮肤的CheyTac M200，梨园惊鸿，霸王卸甲，重构传统美学
2019569701,C4303,M200CheyTac_BOpera 7days,W,999999999,7,M200CheyTac_BOpera 7days,M200-惊鸿,采用惊鸿皮肤的CheyTac M200，梨园惊鸿，霸王卸甲，重构传统美学
2019569702,C4303,M200CheyTac_BOpera 30days,W,999999999,30,M200CheyTac_BOpera 30days,M200-惊鸿,采用惊鸿皮肤的CheyTac M200，梨园惊鸿，霸王卸甲，重构传统美学
2019569703,C4303,M200CheyTac_BOpera 90days,W,999999999,90,M200CheyTac_BOpera 90days,M200-惊鸿,采用惊鸿皮肤的CheyTac M200，梨园惊鸿，霸王卸甲，重构传统美学
2019569704,C4303,M200CheyTac_BOpera 180days,W,999999999,180,M200CheyTac_BOpera 180days,M200-惊鸿,采用惊鸿皮肤的CheyTac M200，梨园惊鸿，霸王卸甲，重构传统美学
1019279301,B7207,H_HiTech_Headset,D,100000,999999999,H_HiTech_Headset,听风战术耳机,精准捕捉四周的细微声响，无论是敌人的脚步声、枪械的上膛声，还是远处的车辆轰鸣，都能让你瞬间辨别方向
1019279401,B7206,H_HiTech_Headset 7days,D,999999999,7,H_HiTech_Headset 7days,听风战术耳机,精准捕捉四周的细微声响，无论是敌人的脚步声、枪械的上膛声，还是远处的车辆轰鸣，都能让你瞬间辨别方向
1019279402,B7206,H_HiTech_Headset 30days,D,999999999,30,H_HiTech_Headset 30days,听风战术耳机,精准捕捉四周的细微声响，无论是敌人的脚步声、枪械的上膛声，还是远处的车辆轰鸣，都能让你瞬间辨别方向
1019279403,B7206,H_HiTech_Headset 90days,D,999999999,90,H_HiTech_Headset 90days,听风战术耳机,精准捕捉四周的细微声响，无论是敌人的脚步声、枪械的上膛声，还是远处的车辆轰鸣，都能让你瞬间辨别方向
1019279404,B7206,H_HiTech_Headset 180days,D,999999999,180,H_HiTech_Headset 180days,听风战术耳机,精准捕捉四周的细微声响，无论是敌人的脚步声、枪械的上膛声，还是远处的车辆轰鸣，都能让你瞬间辨别方向
9009827501,J8113,(Exchange Ticket) H_HiTech_Headset,F,999999999,999999999,(Exchange Ticket) H_HiTech_Headset,听风战术耳机 兑换券,打开后获得以下道具：听风战术耳机（可交易）
1019279501,B7205,F_HiTech_Goggle,D,100000,999999999,F_HiTech_Goggle,智眸战术目镜,采用高质量的聚碳酸酯镜片，具备出色的抗冲击性，能抵御高速飞来的弹壳碎片，保护你的眼睛免受伤害。镜片带有防紫外线涂层，可防御闪光
1019279601,B7204,F_HiTech_Goggle 7days,D,999999999,7,F_HiTech_Goggle 7days,智眸战术目镜,采用高质量的聚碳酸酯镜片，具备出色的抗冲击性，能抵御高速飞来的弹壳碎片，保护你的眼睛免受伤害。镜片带有防紫外线涂层，可防御闪光
1019279602,B7204,F_HiTech_Goggle 30days,D,999999999,30,F_HiTech_Goggle 30days,智眸战术目镜,采用高质量的聚碳酸酯镜片，具备出色的抗冲击性，能抵御高速飞来的弹壳碎片，保护你的眼睛免受伤害。镜片带有防紫外线涂层，可防御闪光
1019279603,B7204,F_HiTech_Goggle 90days,D,999999999,90,F_HiTech_Goggle 90days,智眸战术目镜,采用高质量的聚碳酸酯镜片，具备出色的抗冲击性，能抵御高速飞来的弹壳碎片，保护你的眼睛免受伤害。镜片带有防紫外线涂层，可防御闪光
1019279604,B7204,F_HiTech_Goggle 180days,D,999999999,180,F_HiTech_Goggle 180days,智眸战术目镜,采用高质量的聚碳酸酯镜片，具备出色的抗冲击性，能抵御高速飞来的弹壳碎片，保护你的眼睛免受伤害。镜片带有防紫外线涂层，可防御闪光
9009827601,J8112,(Exchange Ticket) F_HiTech_Goggle,F,999999999,999999999,(Exchange Ticket) F_HiTech_Goggle,智眸战术目镜 兑换券,打开后获得以下道具：智眸战术目镜（可交易）
1019279701,B7203,B_HiTech_Backpack,D,100000,999999999,B_HiTech_Backpack,云山科技背包,背包的材质坚固耐磨，系统设计科学，长时间背负也不会感到肩部和背部疲劳。无论是短时间的突击作战，还是长时间的野外生存，都能满足你的需求，让你在战场上无后顾之忧。
1019279801,B7202,B_HiTech_Backpack 7days,D,999999999,7,B_HiTech_Backpack 7days,云山科技背包,背包的材质坚固耐磨，系统设计科学，长时间背负也不会感到肩部和背部疲劳。无论是短时间的突击作战，还是长时间的野外生存，都能满足你的需求，让你在战场上无后顾之忧。
1019279802,B7202,B_HiTech_Backpack 30days,D,999999999,30,B_HiTech_Backpack 30days,云山科技背包,背包的材质坚固耐磨，系统设计科学，长时间背负也不会感到肩部和背部疲劳。无论是短时间的突击作战，还是长时间的野外生存，都能满足你的需求，让你在战场上无后顾之忧。
1019279803,B7202,B_HiTech_Backpack 90days,D,999999999,90,B_HiTech_Backpack 90days,云山科技背包,背包的材质坚固耐磨，系统设计科学，长时间背负也不会感到肩部和背部疲劳。无论是短时间的突击作战，还是长时间的野外生存，都能满足你的需求，让你在战场上无后顾之忧。
1019279804,B7202,B_HiTech_Backpack 180days,D,999999999,180,B_HiTech_Backpack 180days,云山科技背包,背包的材质坚固耐磨，系统设计科学，长时间背负也不会感到肩部和背部疲劳。无论是短时间的突击作战，还是长时间的野外生存，都能满足你的需求，让你在战场上无后顾之忧。
9009827701,J8111,(Exchange Ticket) B_HiTech_Backpack,F,999999999,999999999,(Exchange Ticket) B_HiTech_Backpack,云山科技背包 兑换券,打开后获得以下道具：云山科技背包（可交易）
2019569801,C4302,AI_Grenade_BeijingOpera,W,999999999,999999999,AI_Grenade_BeijingOpera,疾爆手雷-惊鸿,炸的是魑魅魍魉，画的是忠肝义胆！这款手榴弹适用于所有模式，在挑战模式能发挥更强大的威力。在挑战模式中，该手榴弹碰到物体不会弹开，而是直接爆炸，因此能迅速应对战况。
2019569901,C4301,AI_Grenade_BeijingOpera 7days,W,999999999,7,AI_Grenade_BeijingOpera,疾爆手雷-惊鸿,炸的是魑魅魍魉，画的是忠肝义胆！这款手榴弹适用于所有模式，在挑战模式能发挥更强大的威力。在挑战模式中，该手榴弹碰到物体不会弹开，而是直接爆炸，因此能迅速应对战况。
2019569902,C4301,AI_Grenade_BeijingOpera 30days,W,999999999,30,AI_Grenade_BeijingOpera 30days,疾爆手雷-惊鸿,炸的是魑魅魍魉，画的是忠肝义胆！这款手榴弹适用于所有模式，在挑战模式能发挥更强大的威力。在挑战模式中，该手榴弹碰到物体不会弹开，而是直接爆炸，因此能迅速应对战况。
2019569903,C4301,AI_Grenade_BeijingOpera 90days,W,999999999,90,AI_Grenade_BeijingOpera 90days,疾爆手雷-惊鸿,炸的是魑魅魍魉，画的是忠肝义胆！这款手榴弹适用于所有模式，在挑战模式能发挥更强大的威力。在挑战模式中，该手榴弹碰到物体不会弹开，而是直接爆炸，因此能迅速应对战况。
2019569904,C4301,AI_Grenade_BeijingOpera 180days,W,999999999,180,AI_Grenade_BeijingOpera 180days,疾爆手雷-惊鸿,炸的是魑魅魍魉，画的是忠肝义胆！这款手榴弹适用于所有模式，在挑战模式能发挥更强大的威力。在挑战模式中，该手榴弹碰到物体不会弹开，而是直接爆炸，因此能迅速应对战况。
2019348601,C6514,BCAxe_Cerberus,W,999999999,999999999,BCAxe_Cerberus,军用手斧-冥府犬,手斧-SS采用了冥府犬皮肤，具有很高的收藏价值。
2019570001,C4300,BCAxe_Cerberus 7days,W,999999999,7,BCAxe_Cerberus 7days,军用手斧-冥府犬,手斧-SS采用了冥府犬皮肤，具有很高的收藏价值。
2019570002,C4300,BCAxe_Cerberus 30days,W,999999999,30,BCAxe_Cerberus 30days,军用手斧-冥府犬,手斧-SS采用了冥府犬皮肤，具有很高的收藏价值。
